,Datetime,Text
27,2019-10-30 23:26:11+00:00,U.S. farm bankruptcies surge 24% on strain from Trump trade war https://www.seattletimes.com/business/u-s-farm-bankruptcies-surge-24-on-strain-from-trump-trade-war/?utm_source=twitter&amp;utm_medium=social&amp;utm_campaign=article_inset_1.1 via @seattletimes
28,2019-10-30 23:25:27+00:00,"Less that trillion dollar deficit and 1.9% annualized Gross Domestic Product. Oh, then there's that trade war and business cutting spending for six consecutive months but OUTSIDE OF THAT, yeah, it's the GREATEST!"
29,2019-10-30 23:25:25+00:00,"Apple tunes out trade war as new AirPods, services lift holiday outlook $AAPL"
30,2019-10-30 23:24:20+00:00,"How is he trying to “help” us exactly cuz last I checked we’re divided as ever, in a trade war with China, and the planet is slowly dying yet we refuse to do anything about it. I’ll wait "
31,2019-10-30 23:22:08+00:00,"Apple tunes out trade war as new AirPods, services lift holiday outlook - http://wallstreetreview.com/2019/10/30/apple-tunes-out-trade-war-as-new-airpods-services-lift-holiday-outlook/"
32,2019-10-30 23:21:54+00:00,"""U.S. farm bankruptcies in September surged 24% to the highest since 2011 amid strains from President Donald Trump’s trade war with China and a year of wild weather."" https://www.bloomberg.com/news/articles/2019-10-30/u-s-farm-bankruptcies-surge-24-on-strain-from-trump-trade-war"
33,2019-10-30 23:20:59+00:00,"They tried Collusion, Meddling, Obstruction, Trade War, Abuse of Power, Recession, Emoluments and the Kitchen Sink. Let’s wipe the smug looks off their sorry butt faces in 2020. #maga #tcot #kag"
34,2019-10-30 23:20:21+00:00,"21 PA farms filed for chapter 12 (family farm bankruptcy) in the 12 months ending in September - a 75 percent increase. 40 percent of farmers' net income is now insurance and federal aid due to the trade war, per farm bureaus. "
35,2019-10-30 23:20:12+00:00,"#BoycottChina , #chinazi are never partners, they are conniving predators, who cheat, lie and bully their way to wealth. Please don’t fall into their traps! #StandWithHongKong Can China’s charm offensive stop foreign investors fleeing trade war? "
36,2019-10-30 23:19:42+00:00,"Chile’s #Apec gathering cancelled, throwing Donald #Trump and #Xi Jinping’s planned #tradewar agreement signing into question "
37,2019-10-30 23:18:45+00:00,Trump Ratchets Up Trade War With New Tariffs https://taiwan.jewelry/pin/trump-ratchets-up-trade-war-with-new-tariffs/
38,2019-10-30 23:17:56+00:00,U.S. farm bankruptcies surge 24% on strain from Trump trade war | The Seattle Times 
39,2019-10-30 23:17:19+00:00,"Apple CEO’s handling of trade war has helped buoy shares, investors say https://cryptocycle.wordpress.com/2019/10/30/apple-ceos-handling-of-trade-war-has-helped-buoy-shares-investors-say/"
40,2019-10-30 23:15:55+00:00,"Regarding the trade war.... ""[T]he full incidence of the tariffs has fallen on domestic consumers and importers so far, and our estimates imply a reduction in aggregate US real income of $1.4 billion per month by the end of 2018."" "
41,2019-10-30 23:15:05+00:00,NEW: Cost of Trump’s #Tariffs Has Hit Entirely on US Businesses &amp; Households. LINK: http://smartdissent.com/article/cost-trump-s-tariffs-has-hit-entirely-us-businesses-and-households #SmartDissent #TariffsAreTaxes #TradeWar #TrumpIsADisgrace
42,2019-10-30 23:14:46+00:00,"U.S. farm bankruptcies surged 24% in September, to the highest since 2011, amid the trade war and a year of wild weather https://bloom.bg/2NpSsp8"
43,2019-10-30 23:12:30+00:00,@SenateGOP taking turns blocking security bills.. before it was castrate hogs female @SenJoniErnst.. too bad she doesn’t care abt farmers catching hell from Trump’s trade war!! #FlipTheSenate @JudiciaryDems @smerconish @ErinBurnett
44,2019-10-30 23:10:24+00:00,"Wow, what a load of positively powerful fertilizer. You could grow wonderful crops with it, if only you had anyone to sell it too bc...trade war. #ImpeachTrump #nomoreGOP"
45,2019-10-30 23:10:17+00:00,How the Trade War and China Are Roiling Global Shipping 
46,2019-10-30 23:10:00+00:00,"A few countries in China’s neighbourhood saw opportunities in the trade war between the two giants, with India being one of them, writes @frankfislam | #Opinion"
47,2019-10-30 23:09:11+00:00,"Then again, the macro factors- trade war &amp; Brexit - are key determinant of the situation"
48,2019-10-30 23:08:23+00:00,U.S. farm bankruptcies surge 24% on strain from Trump trade war https://www.seattletimes.com/business/u-s-farm-bankruptcies-surge-24-on-strain-from-trump-trade-war/?utm_source=twitter&amp;utm_medium=social&amp;utm_campaign=article_inset_1.1 via @seattletimes
49,2019-10-30 23:05:58+00:00,"Like Trump and the farmers his trade war screwed over? All societies are some combinations of socialism and capitalism. The GOP prefers the Chinese model: socialism for the rich, the inclemencies of capitalism for everyone else."
50,2019-10-30 23:05:48+00:00,"Structures (business structures) includes oil wells (and the rest is somewhat interest rate sensitive). It fell sharply back in 2015. Fall off in equipment is trade war uncertainty, plus a fading of the impact of tax cuts. 2/x"
51,2019-10-30 23:04:16+00:00,Want to reinforce a point @ryanavent made a couple of weeks ago. U.S. fixed investment is weak. Some of that is clearly trade war related uncertainty. But not all of it is. Weakness in residential investment is likely the Fed's tightening. Weakness in structures = oil 1/3 
52,2019-10-30 23:03:58+00:00,"They have a bigger boot on our throat is the problem. Who do we have to borrow from to cover the cost of this trade war???? Hint, they have a boot on our throat..."
53,2019-10-30 23:02:36+00:00,@MSNBC Trump trade war multiple times he has induced people to trade stocks on information he knew was a lie. Hello FEDs? Insider trading much?
54,2019-10-30 23:01:24+00:00,Trade War Trump is forcing them out of business. Then YOU vote for a socialist redistribution of OUR tax dollars.
55,2019-10-30 23:01:21+00:00,"Heres a few things that affect a lot of Americans, myself Included. -new tax code enriching the super wealthy -trade war -cut medicaid, Social security &amp; education -backed out of TPP And I can go into him putting children in cages &amp; ruining foreign relations + many more"
56,2019-10-30 23:00:52+00:00,"Soybean’s pullback for a buy https://www.simplertrading.com/daily/futures-free/soybeans-pullback-for-a-buy/ With all the talk about the trade war and phase one, what do beans have to say about the current status of the talks? And is this pullback a buy? #Trading #Futures $ES $NQ $YM $RTY $CL"
57,2019-10-30 23:00:35+00:00,"""U.S. President Donald Trump’s demand that Beijing commit to big purchases of American farm products has become a major sticking point in talks to end the Sino-U.S. trade war,"" reports @Reuters. Read the full article here:"
58,2019-10-30 22:59:12+00:00,"BTW, for all this talk of #trade-related #uncertainty producing lousy recent US #business #investment #s, for the first 9 #Trump quarters, in real terms, it grew by 8.76%. During the last 9 #Obama quarters, it grew by 3.10%. #economy #capex #GDP #tradewar"
59,2019-10-30 22:57:40+00:00,"Sejak lama Ind lebih andalkan eksport penghasil devisa dari Hasil SDA yg nilai tambahnya kecil , industri manufactur mestinya dipacu dengan kebijakan agar mampu bersaing dipasar LN/ DM sadar tidak sadar di Bonsei, KKN nya terstruktur systemis dirawat,GaK usah alasan Trade War"
60,2019-10-30 22:57:30+00:00,While senate Republicans have taken 3yrs off from passing anything the house sends them. #TraitorTrump #MoscowMitchTraitor #LyinLindsey The sheer amount of damage you caused us from this trade war and your epic fail with the Kurds will haunt us for decades! 
61,2019-10-30 22:56:29+00:00,"Did trump have to ask permission to start a trade war with china? Or to pull out of nafta? Or the Iran deal? No, cuz that's his job and yes he has advisors but he is not required to listen or get their blessing"
62,2019-10-30 22:53:55+00:00,Farmers overwhelming voted for Trump in 2016 and I’m guessing they will again in 2020. U.S. Farm Bankruptcies Surge 24% on Strain From Trump Trade War - Bloomberg 
63,2019-10-30 22:53:54+00:00,"Thanks to the trade war (which by the way, was Phase 1 even signed?). You are throwing us into a recession"
64,2019-10-30 22:48:44+00:00,"The human cost of this trade war is really piling up. I'm finding similar, though not as extreme, examples among smaller industrial companies dependent on imported components. Very sad. "
65,2019-10-30 22:47:53+00:00,"I firmly believe that investors are flocking to the U.S because the rest of the world is burning i.e protests, recession, impact of trade war, political turmoil, etc etc. Valuation aside, U.S is THE safe haven"
66,2019-10-30 22:47:16+00:00,"No, it won't. It will be impossible to produce the same or even higher quality for the wages these workers get in China or Indo China. Due to this trade war China, not wanting to be dependent on Silicon Vally, will accelerate their development and outrun the US. US first to last"
67,2019-10-30 22:44:27+00:00,"@realDonaldTrump would you PLEASE start worrying about someone other than yourself? ""Trump trade war with China takes toll on struggling Upstate NY dairy farmers"""
68,2019-10-30 22:42:53+00:00,Let’s try ending the trade war. I think these issues are too complex for Twitter. Just right for a town hall in STL.
69,2019-10-30 22:40:15+00:00,Of course. #Mnuchin says agricultural sales to #China will 'take time to scale up' #trade #farmers #soybeans #TradeDeal #TradeWar https://www.cnbc.com/2019/10/30/us-mnuchin-says-ag-sales-to-china-will-take-time-to-scale-up.html?
70,2019-10-30 22:39:59+00:00,A fitting act if your actions got this over the line Solomon. Cant imagine the amnt of work it's taken. God speed. From fleeing the cultural revolution to having a part in stopping CCP atrocities. Thx for your effort. #HongKongBasicLaw This is not a trade war. @BaldingsWorld
71,2019-10-30 22:39:48+00:00,"I expect a recovery with no job growth as large companies survive on restructuring and their economy if scale...Scooping up promising unicorns. Other small firms will fail, because easy capital is gone. #China #Tech #tradewar "
72,2019-10-30 22:39:09+00:00,That's because continuing technological advancements & the trade war are killing their industry. Someone didn't deliver on promises of bringing these jobs back. 
73,2019-10-30 22:37:20+00:00,"From the bankruptcy filing: “Overall weakness in the global demand for coal has been driven by a number of factors, including: low liquefied natural gas prices; a recent trade war driving Russia to increase exports....”"
74,2019-10-30 22:36:46+00:00,"""How @realDonaldTrump's Trade War is being fanned out at @TrumpDoral is not what concerns the World: Mexico, China, Japan, Europe, Canada. The @WhiteHouse’s various conflicts add up to a broad assault on a postwar effort to build economic ties around the world."" -- @BorisJohnson https://twitter.com/21savage/status/1181101505983713285"
75,2019-10-30 22:33:08+00:00,"The trade war and China’s economic shift made 2018 a tough year for global shipping and will continue to reverberate through the industry, according to the United Nations Conference on Trade and Development. "
76,2019-10-30 22:32:51+00:00,Well...point to one thing we’ve accomplished for the US since the three year trade war...besides record farm bankruptcies and GDP of 1.9%
77,2019-10-30 22:32:00+00:00,Climate change (which Trump denies) and trade war (which Trump caused) devastating farmers: U.S. farm bankruptcies in September surged 24% to the highest since 2011 amid strains from President Donald Trump’s trade war with China and a year of wild weather 
78,2019-10-30 22:29:28+00:00,TON: Why China Might Crush America in the Trade War | The National Interest - https://nationalinterest.org/node/91921 on @thenatlinterest
79,2019-10-30 22:28:31+00:00,"What would it have been if Boeing was making planes? Considering the temporary hit due to the trade war, not bad. "
80,2019-10-30 22:27:32+00:00,How the trade war and a changing China are changing global shipping networks 
81,2019-10-30 22:26:50+00:00,The United States is in an all-out trade war with China. Prepare to feel the effects more than before. http://j.mp/2BhUzWj #CatoTrade
82,2019-10-30 22:26:33+00:00,A communist country requesting that market determine price. A free market country (supposedly) demanding price quotas. Remind me why we are in this trade war again?
83,2019-10-30 22:25:43+00:00,The farmers are hurting because of a trade war that Trump launched against China as well as other things like the heavy rains this spring. Trying to blame to the Dems is like blaming the kid next door after you set your curtains on fire and burn your own house down.
84,2019-10-30 22:23:57+00:00,Ah the irony! A communist country asking a free market country to let the market determine the price and the free market country insisting that it be fixed (aka quota). Remind me again why we are in this trade war?
85,2019-10-30 22:23:56+00:00,U.S. Farm Bankruptcies Surge 24% on Strain From Trump Trade War https://www.bloomberg.com/news/articles/2019-10-30/u-s-farm-bankruptcies-surge-24-on-strain-from-trump-trade-war
86,2019-10-30 22:22:54+00:00,How will be gain from trade war. Wasnt just few days ago malaysia was asked to close bank acc from iran. what if we were ask to close down bank acc from us or china? 
87,2019-10-30 22:22:00+00:00,"Scott Lincicome says that the US is just as hurt by the trade war as China is, but he thinks there could be a way out. "
88,2019-10-30 22:21:06+00:00,And most Democrats also support the China trade war....it hurts American workers the way China operates and both Democrats and Republicans need to hold strong and don’t bend over and just take whatever China demands.
89,2019-10-30 22:20:55+00:00,New episode of @PwC's Cross-border Tax Talks Series- The Trade War: A Discussion on Trade and Tariffs #crossborder #tax #taxreform
90,2019-10-30 22:20:47+00:00,Federal Reserve cuts interest rate for third time this year in effort to boost U.S. economy - seen as effort to boost the economy as the trade war and a global slowdown threaten to drag the U.S. economy down.
91,2019-10-30 22:20:35+00:00,Strongly disagree with your post. Why wouldn’t prices soften even more? What if the macro cycle turns? What if unemployment goes back to 10%? What if government raises taxes to cover their massive fiscal deficit and absurd spending habits? What if the trade war gets worse?
92,2019-10-30 22:19:52+00:00,"Yup. It is. While her dad is in office and threatening a trade war with China, and his great friend President Xi."
93,2019-10-30 22:18:56+00:00,"Farm bankruptcies up 24% in September, to the highest since 2011, amid Trump’s trade war and a year of wild weather https://www.bloomberg.com/news/articles/2019-10-30/u-s-farm-bankruptcies-surge-24-on-strain-from-trump-trade-war @markets"
94,2019-10-30 22:18:05+00:00,VIDEO: Broad Market Technical analysis 10/30/2019 https://www.chartguys.com/daily-market-videos/2568/markets-and-metals-fomc-reaction-technical-analysis-chart-10-30-2019 $SPX $SPY $IWM $QQQ $XLF $XLV $XBI $LABU $LABD $VIX $TVIX $UVXY #Volatility #Biotech #Market #Stocks #Daytrader #Invest #Tradewar #Trump #Tradewar 
95,2019-10-30 22:17:58+00:00,"Those are estimates (for the maxed out mac pro), it could be much much higher than that. (To expand the 35j is just the part cost, not taking into account profit margins and the china trade war that'll drive the price up more)"
96,2019-10-30 22:17:26+00:00,U.S. Farm Bankruptcies Surge 24% on Strain From Trump Trade War https://www.bloomberg.com/news/articles/2019-10-30/u-s-farm-bankruptcies-surge-24-on-strain-from-trump-trade-war via @markets @MikeDorning #tictocnews
97,2019-10-30 22:13:07+00:00,That Cosmic Crisp / Trade War Investment article is my everything. 
98,2019-10-30 22:12:53+00:00,"Apple Earnings Beat Expectations, Showing Recovery From Trade War Pressures https://goo.gl/fb/NQRXhu #CIO #CIOIndex"
99,2019-10-30 22:12:29+00:00,"Paper 222/250: Trade barriers reduce global GDP and exports between countries, but it also reduces the emission of greenhouse gasses and premature deaths from PM2.5. The US-China trade war will reduce these env. impacts by ~1% annually. https://www.nature.com/articles/s41467-019-12890-3 223/250"
100,2019-10-30 22:12:21+00:00,U.S. Farm Bankruptcies Surge 24% on Strain From Trump Trade War 
101,2019-10-30 22:12:11+00:00,"Yeah it's high time we got aggressive with Chinese trade relations, but tariffs work best in the short run, not a long trade war. That said, few other measures would have evoked any movement. Tough spot tbh."
102,2019-10-30 22:11:47+00:00,"The world seems more tumultuous than it has in years. Congress is weighing impeachment, the U.K. is on the verge of a momentous vote regarding its role in Europe, and the U.S. and China are still mired in a trade war. Yet the S&amp;P 5 http://www.advisorstream.com/read/why-markets-are-rising-despite-trade-war-brexit-and-impeachment-threats/?c=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJub2RlX2lkIjo4MzEsInByZXZpZXciOmZhbHNlLCJjb21tX2lkIjoxNTk3OTAxLCJkZXN0X2lkIjoyMjAwMzkwfQ.qHYfECPRz2PnpljUnQLXwmVj3FsCGBAQ5V42Ji4Bmaw"
103,2019-10-30 22:11:33+00:00,"So, the trade war with China is proceeding as planned, insofar as tariffs are concerned. But what's to stop them from simply buying this country from within? It looks like they want any and all sectors. For instance, they just purchased Mor Furniture: "
104,2019-10-30 22:11:19+00:00,"RT @economics: U.S. farm bankruptcies surged 24% in September, to the highest since 2011, amid the trade war and a year of wild weather https://bloom.bg/2NpSsp8 #foxandfriends #FoxNews #tcot #tlot #GOP #MAGA #maga2020"
105,2019-10-30 22:11:16+00:00,"Cannot believe you wrote a Cosmic Crisp / Trade War Investment article and didn't tag me. That hurts, man."
106,2019-10-30 22:11:15+00:00,False! The Pentagon is NOT conspiring against a trade war #twitterabuse #correction #busted #debunked #trolling #fake
107,2019-10-30 22:10:03+00:00,Job creation was stronger under Obama. Trump inherited a powerhouse and has thrown away money recklessly with a disaster tax cut and terrible trade war.
108,2019-10-30 22:09:18+00:00,"Economy Cools as Trade War Bites, Tax Cuts Fizzle - https://mailchi.mp/thefiscaltimes/economy-cools-as-trade-war-bites-tax-cuts-fizzle"
109,2019-10-30 22:08:11+00:00,"The US leaning into its trade war with China by abandoning market economics in favor of agrarian socialism is one hell of a twist. Well played, 2019 writers. "
110,2019-10-30 22:08:01+00:00,"U.S. farm bankruptcies surged 24% in September, to the highest since 2011, amid Trump’s trade war and a year of wild weather https://bloom.bg/2BYmY3W"
111,2019-10-30 22:07:09+00:00,"Apple CEO's handling of trade war has helped buoy shares, investors say https://www.reuters.com/article/us-china-apple-idUSKBN1X91BI?utm_campaign=trueAnthem%3A+Trending+Content&amp;utm_content=5dba093e8021ed000132c4e1&amp;utm_medium=trueAnthem&amp;utm_source=twitter"
112,2019-10-30 22:06:40+00:00,"Oy. I mean you can do this but all it means is that we don’t get to help set the rules of the game. Have we not learned this already? No one wins a trade war, and we do not anymore have the market power to bully other countries to just go along."
113,2019-10-30 22:05:41+00:00,Well....seeing as they are budging an inch on this trade war....I’d say they know he’s a blovoting windbag.
114,2019-10-30 22:05:34+00:00,Guess you missed the news about the Fed lowering the interest rate yet again due to the pending GOP #GreedyOligarchsParty crash. The economy is slowing because now Trump’s #TradeWar policies are starting to kick in.
115,2019-10-30 22:05:03+00:00,"European banks have struggled with negative interest rates, new capital rules and the US-China trade war. $UBS, in this context is very much middle of the pack. Can European banks compete with US banks as headwinds persist? #stocks"
116,2019-10-30 22:04:44+00:00,"Consumer confidence falls for third straight month, as trade war continues https://nbcnews.to/2BVHZfB"
117,2019-10-30 22:03:53+00:00,"""We get Mother 3 or I'm initiating a trade war"""
118,2019-10-30 22:02:44+00:00,"Fed cuts interest rates again to weather U.S.-China trade war, signals it is on hold https://www.japantimes.co.jp/news/2019/10/31/business/financial-markets/fed-cuts-interest-rates-weather-u-s-china-trade-war-signals-hold/?utm_source=dlvr.it&amp;utm_medium=twitter"
119,2019-10-30 22:02:36+00:00,"Trump impeachment is just a symbolic charade. 2020 Democrats candidates don’t have anything else to run for. Can’t run on jobs, economy, healthcare, trade, war; Trump has taken all those talking points away. The only option is for Dems to beg for senate seats to impeach Trump."
120,2019-10-30 22:02:08+00:00,"In reality we’re one year into a long term change in incentives that has also experienced a trade war, 737 issues, and Eurozone recession"
121,2019-10-30 22:00:26+00:00,Chinese pharmaceutical grade. shhh... it is a quiet trade war.
122,2019-10-30 22:00:02+00:00,"The Trump Administration has encouraged businesses to move their operations outside of China to the United States, though most are moving to other Southeastern Asian countries. https://buff.ly/34fWMOp #Manufacturing #SupplyChain #TradeWar"
123,2019-10-30 21:59:58+00:00,"I ""assumed"" based on your twitter name. The UPU thing is great news on its face. He is no way spanking China however. Our economy and particularly farmers are paying the price for this trade war that DT said was ""easy to win."""
124,2019-10-30 21:59:44+00:00,"The latest report on the state of the US economy, by the US itself, suggests that its slowed considerably. The trade war with China apparently. No politician is innocent. We here are following the impeachment issue quite closely. Fascinating! Anyway, it's getting late, I am"
125,2019-10-30 21:59:27+00:00,U.S. Farm Bankruptcies Surge 24% on Strain From Trump Trade War https://news.yahoo.com/u-farm-bankruptcies-surge-24-160304409.html?soc_src=community&amp;soc_trk=tw via @Yahoo
126,2019-10-30 21:58:43+00:00,"Tim Cook says the ""tone"" of China tariffs/trade war has ""changed significantly"" for the better."
127,2019-10-30 21:58:43+00:00,Twittert großartig und sehr präzise. Der US-China Trade War läuft schon seit ~450 Tagen und man konnte Trump nur ein paar fehlgeschlagene Tweets nachweisen.
128,2019-10-30 21:58:32+00:00,"“Slower growth with trade war, but no recession, with higher unemployment rate” in 2020. @GusFaucherPNC at @NaperChamber #EconomicOutlook"
129,2019-10-30 21:58:07+00:00,"US. plans to allow Russian, Chinese, European companies to continue non-proliferation work with Iran - RTRS By @ross_burland https://s68mv.app.goo.gl/M4i4X #Iran #Oil #Commodities #Politics #TradeWar"
130,2019-10-30 21:57:53+00:00,Junk insurance coupled with crippling economies due to trump’s trade war w/China &amp; impact from flooding are harming Iowa’s economy. Sure seems like our #IowaSenators aren’t working for their Iowa constituents.
131,2019-10-30 21:57:24+00:00,"Biden should continue to take on the Trump trade agenda like this. The president’s trade war is battering American farmers, businesses, and families: "
132,2019-10-30 21:57:07+00:00,"And yet, she didn't stop her father from separating children from their parents who were seeking asylum, didn't stop him from trying to remove health insurance coverage from millions with preexisting conditions, didn't stop him from starting a trade war which is hurting farmers."
133,2019-10-30 21:56:52+00:00,Welp. U.S. Farm Bankruptcies Surge 24% on Strain From Trump Trade War - Bloomberg 
134,2019-10-30 21:56:39+00:00,"Rural suicides in the U.S. have climbed significantly in recent years, and farm leaders and mental health care providers say the financial toll of Donald Trump’s trade war could contribute to the tragedy. https://www.huffpost.com/entry/farm-suicides-rural-trump-trade-war-national-farmers-union_n_5d74a976e4b07521022dcd0c?ncid=engmodushpmg00000004 via @HuffPost"
135,2019-10-30 21:55:28+00:00,"The “left” does not want that, the “left” (if you’re referring to me though, I’m the center!) just pays attention to the news and what most Economists are saying. It makes perfect sense, the tax cuts were expensive, trumps trade war is not working "
136,2019-10-30 21:54:48+00:00,""" the Commerce Department released data showing that...the economy cooled off over the summer, growing at just 1.9%, annualized, from July through Sept... Economists anticipated weaker growth thanks to Trump’s decision to kick his trade war with China up a notch. """
137,2019-10-30 21:54:12+00:00,Navarro predicts ‘boom in farm country’ after US-China trade war pause White House trade adviser Peter 
138,2019-10-30 21:53:12+00:00,"US farm bankruptcies up 24% & @realDonaldTrump's ""massive"" China trade deal leaves farmers $7 billion worse off. #Winning #TradeWar #MAGA2020 Source: https://bit.ly/2NpERy2 &amp;"
139,2019-10-30 21:49:43+00:00,"U.S. farm bankruptcies surged 24% in September, to the highest since 2011, amid Trump’s trade war and a year of wild weather https://www.bloomberg.com/news/articles/2019-10-30/u-s-farm-bankruptcies-surge-24-on-strain-from-trump-trade-war via @markets"
140,2019-10-30 21:49:36+00:00,"#NZDUSD #Fed, #NZ– #China– #data for now https://s68mv.app.goo.gl/N52V8 #NZDUSD #TradeWar #Macroeconomics #Majors #Fed"
141,2019-10-30 21:49:06+00:00,"All of this is true, laudable and based in the continuation of the Obama administration's economic growth. But we also have 2/5 of the economy in recession including manufacturing, a global recession greatly tied to the trade war and less then 2% growth. So, both good and bad. "
142,2019-10-30 21:48:35+00:00,"Trump's trade war will encourage China to build up its consumer market &amp; reduce their dependency on exports. It will cost Boeing, who will lose business to Airbus, Buick &amp; Jeep, who will lose their major markets to Toyota &amp;BMW, etc. Trade wars are stupid &amp; this 1 especially so."
143,2019-10-30 21:47:46+00:00,How the trade war and a changing China are roiling world shipping 
144,2019-10-30 21:47:39+00:00,Ccp is bleeding hard financially because of the trade war. The minute they’re get access to our market they’ll insist on trading the dud rmb then they’ll go back to old ways! Cn is never your friend. Remember Nehru?
145,2019-10-30 21:45:53+00:00,"This will make America lose its greatness and high tech. I have mysterious experience, Please contact me iva my phone:+8613252569608. I can bring America great advance and help president trump win the trade war. I have read the fedaral book in USA"
146,2019-10-30 21:45:30+00:00,"Video: How is the ongoing trade war affecting currency markets, and what's RBC GAM's outlook for the Canadian dollar? "
147,2019-10-30 21:44:33+00:00,Wall Street execs think Fed will cut rates again if trade war escalates: Sources @CGasparino https://video.foxbusiness.com/v/6099205144001 #ClamanCountdown
